what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212476285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212478301
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212478426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212478535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1387212479238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1387212479884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1387212482009
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212484291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212486391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212489352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212491562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212499833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212501271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212505287
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212505443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212505552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1387212506490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1387212507134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1387212510468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212511390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212518911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212520882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212524219
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212524344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212524454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1387212525345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1387212526647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1387212527994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212529825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212535673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212537111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387212540470
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212540580
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387212540673
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1387212541658
