what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1387280221313
os,sysinfo,,,"win32",1387280221313
arch,sysinfo,,,"x86_64",1387280221313
ws,sysinfo,,,"win32",1387280221313
locale,sysinfo,,,"tr_TR",1387280221313
processors,sysinfo,,,"4",1387280221313
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1387280221313
java.runtime.version,sysinfo,,,"1.7.0_40-b43",1387280221313
java.specification.name,sysinfo,,,"Java Platform API Specification",1387280221313
java.specification.vendor,sysinfo,,,"Oracle Corporation",1387280221313
java.specification.version,sysinfo,,,"1.7",1387280221313
java.vendor,sysinfo,,,"Oracle Corporation",1387280221313
java.version,sysinfo,,,"1.7.0_40",1387280221313
java.vm.info,sysinfo,,,"mixed mode",1387280221313
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1387280221313
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1387280221313
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1387280221313
java.vm.specification.version,sysinfo,,,"1.7",1387280221313
java.vm.vendor,sysinfo,,,"Oracle Corporation",1387280221313
java.vm.version,sysinfo,,,"24.0-b56",1387280221313
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1387280221454
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1387280222485
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1387280232516
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1387280234610
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1387280235063
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280235219
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280235719
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1387280236813
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1387280236907
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1387280236985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1387280238204
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280239110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280239298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387280276013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387280276216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387280279739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387280283632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387280488056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1387280530112
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1387280576850
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280577147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280577287
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280580947
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1387280634008
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280635914
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1387280647931
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280648196
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1387280661363
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280699280
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1387280701256
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1387280737991
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1387280738022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1387280738804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1387280746363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1387280750010
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1387280818839
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1387280819014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1387280819233
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1387280819983
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1387280820264
